Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
2547,The Prophet,Kahlil Gibran,"Gibran, Kahlil",,"=""000100039X""","=""9780001000391""",0,4.23,Rupa & Co,Paperback,127,2003,1923,,2018/06/13,to-read,to-read (#196),to-read,,,,0,0
815356,Winter Dreams,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""1419194348""","=""9781419194344""",5,3.75,Kessinger Pub,Paperback,48,2004,1922,2018/06/13,2018/06/13,,,read,,,,1,0
2011010,"Manual of the Mercenary Soldier: A Guide to Mercenary War, Money, and Adventure",Paul Balor,"Balor, Paul",,"=""0873644743""","=""9780873644747""",0,3.81,Paladin Pr,Paperback,320,1993,1988,,2018/05/07,to-read,to-read (#195),to-read,,,,0,0
68422,I Could Tell You Stories: Sojourns in the Land of Memory,Patricia Hampl,"Hampl, Patricia",,"=""0393320316""","=""9780393320312""",0,3.91,W.W. Norton,Paperback,234,1999,1999,,2018/05/03,to-read,to-read (#194),to-read,,,,0,0
34821790,The Company of Women,Khushwant Singh,"Singh, Khushwant",,"=""8184753268""","=""""",3,3.27,Penguin,Kindle Edition,340,2016,1999,2018/04/28,2018/04/28,,,read,,,,1,0
56412,"A Passion for Books: A Book Lover's Treasury of Stories, Essays, Humor, Love and Lists on Collecting, Reading, Borrowing, Lending, Caring for, and Appreciating Books",Harold Rabinowitz,"Rabinowitz, Harold",Rob Kaplan,"=""0812931130""","=""9780812931136""",0,3.76,Three Rivers Press (CA),Paperback,384,2001,1999,,2018/04/28,to-read,to-read (#193),to-read,,,,0,0
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385539258""","=""9780385539258""",0,4.27,Doubleday,Hardcover,720,2015,2015,,2018/03/28,to-read,to-read (#192),to-read,,,,0,0
11539550,Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,"Foer, Joshua",,"=""0143120530""","=""9780143120537""",0,3.88,Penguin Books,Paperback,307,2012,2011,,2018/03/19,to-read,to-read (#191),to-read,,,,0,0
2606779,"One Minute to Midnight: Kennedy, Khrushchev and Castro on the Brink of Nuclear War",Michael  Dobbs,"Dobbs, Michael",,"=""0091796660""","=""9780091796662""",0,4.24,Alfred A. Knopf,Hardcover,384,2008,2008,,2018/03/19,to-read,to-read (#190),to-read,,,,0,0
26584222,"Japanese Physical Training; the System of Exercise, Diet and General Mode of Living That has Made the Mikado's People the Healthiest, Strongest, and Happiest men and Women in the World",H. Irving Hancock,"Hancock, H. Irving",,"=""1298784271""","=""9781298784278""",0,3.00,Andesite Press,Hardcover,218,2015,1903,,2018/03/19,to-read,to-read (#189),to-read,,,,0,0
34872984,The End of India,Khushwant Singh,"Singh, Khushwant",,"=""""","=""""",3,3.90,Penguin,Kindle Edition,177,2017,2003,2017/11/14,2017/11/14,,,read,,,,1,0
34872983,Delhi: A Novel,Khushwant Singh,"Singh, Khushwant",,"=""""","=""""",2,3.83,Penguin,Kindle Edition,405,2016,1990,2017/10/30,2017/10/30,,,read,,,,1,0
12188,Strong Opinions,Vladimir Nabokov,"Nabokov, Vladimir",,"=""0679726098""","=""9780679726098""",0,3.98,Vintage,Paperback,368,1990,1973,,2018/01/02,to-read,to-read (#188),to-read,,,,0,0
18950065,"Shogun (Asian Saga, #1)",James Clavell,"Clavell, James",,"=""""","=""""",0,4.41,Hodder & Stoughton,ebook,1140,2013,1975,,2017/05/27,to-read,to-read (#186),to-read,,,,0,0
24856109,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",,"=""1784971545""","=""9781784971540""",5,4.08,Head of Zeus,Kindle Edition,400,2015,2006,2017/12/28,2016/12/21,,,read,,,,1,0
13221379,What Money Can't Buy: The Moral Limits of Markets,Michael J. Sandel,"Sandel, Michael J.",,"=""0374203032""","=""9780374203030""",0,3.93,"Farrar, Straus and Giroux",Hardcover,256,2012,2012,,2017/12/27,to-read,to-read (#185),to-read,,,,0,0
1250623,How to Develop a Brilliant Memory Week by Week: 50 Proven Ways to Enhance Your Memory Skills,Dominic O'Brien,"O'Brien, Dominic",,"=""1844831531""","=""9781844831531""",0,3.95,Watkins Pub Ltd,Paperback,176,2005,2005,,2017/12/26,to-read,to-read (#184),to-read,,,,0,0
11339,100 Love Sonnets,Pablo Neruda,"Neruda, Pablo",Stephen Tapscott,"=""0292760280""","=""9780292760288""",0,4.34,Univ of Texas Pr,Paperback,222,1986,1959,,2017/12/19,to-read,to-read (#183),to-read,,,,0,0
79929,"The Rising Sun: The Decline & Fall of the Japanese Empire, 1936-45",John  Toland,"Toland, John",,"=""0812968581""","=""9780812968583""",0,4.30,Modern Library,Paperback,976,2003,1970,,2017/12/19,to-read,to-read (#182),to-read,,,,0,0
25893307,Blood Meridian,Cormac McCarthy,"McCarthy, Cormac",Philipp Meyer,"=""""","=""""",0,4.15,Picador,ebook,372,2015,1985,,2014/10/06,to-read,to-read (#181),to-read,,,,0,0
11127294,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""""","=""""",3,4.52,Gollancz,Kindle Edition,676,2010,2007,2017/12/19,2014/11/10,,,read,,,,1,0
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",0,3.68,Crown,Hardcover,305,2017,2017,,2017/12/18,to-read,to-read (#180),to-read,,,,0,0
25697806,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",,"=""0241975328""","=""9780241975329""",4,4.04,Penguin Books Ltd,Kindle Edition,272,2015,1985,2017/12/17,2017/12/13,,,read,,,,1,0
29630849,Mossad,Michael Bar-Zohar,"Bar-Zohar, Michael",Nissim Mishal,"=""""","=""""",5,4.19,Jaico Publishing House,Kindle Edition,402,2016,2010,2017/12/13,2017/12/13,,,read,,,,1,0
13343065,The Forever War,Joe Haldeman,"Haldeman, Joe",,"=""0575111445""","=""9780575111448""",4,4.14,Gollancz,Kindle Edition,278,2011,1974,2017/12/10,2014/10/21,,,read,,,,1,0
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,"Sacks, Oliver",,"=""""","=""""",0,4.05,Touchstone,Paperback,243,1998,1985,,2017/12/02,to-read,to-read (#179),to-read,,,,0,0
821380,Myths to Live By,Joseph Campbell,"Campbell, Joseph",Johnson E. Fairchild,"=""0140194614""","=""9780140194616""",0,4.16,Penguin Compass,Paperback,276,1993,1972,,2017/11/21,to-read,to-read (#178),to-read,,,,0,0
6665847,"Daemon (Daemon, #1)",Leinad Zeraus,"Zeraus, Leinad",Daniel Suarez,"=""0451228731""","=""9780451228734""",0,4.16,Signet Books,Mass Market Paperback,632,2009,2006,,2017/11/10,to-read,to-read (#177),to-read,,,,0,0
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",Roger Zelazny,"=""""","=""""",4,4.09,Del Rey / Ballantine Books,Paperback,244,1996,1968,2017/11/05,2014/11/10,,,read,,,,1,0
297673,The Brief Wondrous Life of Oscar Wao,Junot Díaz,"Díaz, Junot",,"=""1594489580""","=""9781594489587""",0,3.89,Riverhead Books,Hardcover,335,2007,2007,,2017/10/30,to-read,to-read (#176),to-read,,,,0,0
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",0,4.21,Melville House,Hardcover,534,2011,2011,,2017/10/24,to-read,to-read (#175),to-read,,,,0,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,4.14,Faber & Faber,Paperback,258,2005,1989,,2017/10/20,to-read,to-read (#174),to-read,,,,0,0
8862633,"Mort (Discworld, #4)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",5,4.24,HarperCollins e-books,ebook,309,2009,1987,2017/09/30,2017/09/30,,,read,,,,1,0
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",0,3.75,Anchor Books,Paperback,215,1994,1958,,2017/09/15,to-read,to-read (#173),to-read,,,,0,0
1547992,Selected Poems,Pablo Neruda,"Neruda, Pablo","Nathaniel Tarn, Anthony Kerrigan, W.S. Merwin, Alastair Reid","=""0613365771""","=""9780613365772""",0,4.35,San Val,Library Binding,508,1990,1949,,2017/09/07,to-read,to-read (#172),to-read,,,,0,0
6567830,"Equal Rites (Discworld, #3; Witches, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061804835""","=""9780061804830""",4,4.07,HarperCollins e-books,Kindle Edition,277,2009,1987,2017/08/24,2017/08/24,,,read,,,,1,0
7492000,White Mughals: Love and Betrayal in Eighteenth-Century India,William Dalrymple,"Dalrymple, William",,"=""0756957265""","=""9780756957261""",0,3.97,Turtleback Books,Library Binding,580,2004,2002,,2017/08/21,to-read,to-read (#171),to-read,,,,0,0
68428,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",0,4.49,Tor Books,Hardcover,541,2006,2006,,2017/08/20,to-read,to-read (#170),to-read,,,,0,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",0,4.66,Tor Books,Hardcover,1007,2010,2010,,2017/08/20,to-read,to-read (#169),to-read,,,,0,0
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0679457313""","=""9780679457312""",4,3.96,Random House,Paperback,321,1997,1997,2016/01/01,2015/01/13,,,read,,,,1,0
17213238,The Emperor's Soul,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.37,Gollancz,Kindle Edition,110,2013,2012,2017/08/18,2016/12/22,,,read,,,,1,0
11047557,The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",5,4.54,HarperCollins,ebook,1209,2009,1959,2017/05/13,2017/02/11,,,read,,,,1,0
27864998,Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis",,"=""9176370577""","=""9789176370575""",3,3.83,Wisehouse Classics,Kindle Edition,88,2019,1886,2017/08/16,2017/08/16,,,read,,,,1,0
11223446,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",,"=""""","=""""",5,4.11,Vintage Digital,ebook,224,2010,1928,2017/05/27,2014/07/05,,,read,,,,1,0
17863,Accelerando,Charles Stross,"Stross, Charles",,"=""0441014151""","=""9780441014156""",0,3.87,Ace,Mass Market Paperback,415,2006,2005,,2017/07/28,to-read,to-read (#168),to-read,,,,0,0
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,"=""014303653X""","=""9780143036531""",0,4.17,Penguin Books,Paperback,184,2005,1985,,2017/07/03,to-read,to-read (#166),to-read,,,,0,0
857333,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,"Waitzkin, Josh",,"=""0743277457""","=""9780743277457""",0,4.04,Free Press,Hardcover,265,2007,2007,,2017/06/20,to-read,to-read (#165),to-read,,,,0,0
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""0192833987""","=""9780192833983""",0,4.17,Oxford University Press,Paperback,1392,1998,1869,,2017/06/16,to-read,to-read (#164),to-read,,,,0,0
12971474,Hagakure: The Book of the Samurai,Yamamoto Tsunetomo,"Tsunetomo, Yamamoto",William Scott Wilson,"=""1590309855""","=""9781590309858""",0,4.00,Shambhala,Hardcover,200,2012,1716,,2017/05/23,to-read,to-read (#162),to-read,,,,0,0
24377476,The Vegetarian,Han Kang,"Kang, Han",Deborah     Smith,"=""1846275636""","=""9781846275630""",2,3.65,Granta Books,Kindle Edition,192,2015,2007,2017/05/19,2017/05/13,,,read,,,,1,0
33600,Shantaram,Gregory David Roberts,"Roberts, Gregory David",,"=""192076920X""","=""9781920769208""",0,4.28,Scribe,Paperback,936,2004,2003,,2017/05/10,to-read,to-read (#161),to-read,,,,0,0
10956,The Virgin Suicides,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0747560595""","=""9780747560593""",0,3.78,Bloomsbury Paperbacks,Paperback,250,2002,1993,,2017/04/25,to-read,to-read (#160),to-read,,,,0,0
13105527,I Wrote This For You (I Wrote This For You #4),pleasefindthis,"pleasefindthis, pleasefindthis","Iain S. Thomas, Jon Ellis","=""1926760689""","=""9781926760681""",4,4.08,Central Avenue Publishing,Paperback,194,2011,2011,2017/04/06,2016/09/19,,,read,,,,2,0
30078567,"The Collapsing Empire (The Interdependency, #1)",John Scalzi,"Scalzi, John",,"=""0765388898""","=""9780765388896""",0,4.13,Tor Books,ebook,336,2017,2017,,2017/04/01,to-read,to-read (#159),to-read,,,,0,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.31,Scribner,Hardcover,531,2014,2014,,2017/03/08,to-read,to-read (#158),to-read,,,,0,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",0,4.16,Penguin,Paperback,532,2003,1847,,2017/03/06,to-read,to-read (#157),to-read,,,,0,0
290864,"The Principal Upanishads: Edited with Introduction, Text, Translation and Notes",Sarvepalli Radhakrishnan,"Radhakrishnan, Sarvepalli",,"=""8172231245""","=""9788172231248""",0,4.34,Indus / Harper Collins India,Paperback,958,1994,1924,,2017/02/16,to-read,to-read (#156),to-read,,,,0,0
12168283,The Sense of an Ending,Julian Barnes,"Barnes, Julian",,"=""""","=""""",4,3.74,Vintage Digital,Kindle Edition,151,2011,2011,2017/02/08,2017/02/02,,,read,,,,1,0
59145,Père Goriot,Honoré de Balzac,"Balzac, Honoré de","Burton Raffel, Peter Brooks","=""039397166X""","=""9780393971668""",0,3.85,W W Norton & Co Inc,Paperback,370,1997,1835,,2017/02/07,to-read,to-read (#155),to-read,,,,0,0
2141960,"To Sir, With Love",E.R. Braithwaite,"Braithwaite, E.R.",Caryl Phillips,"=""0099483696""","=""9780099483694""",0,4.19,Vintage Classics,Paperback,185,2005,1959,,2017/02/07,to-read,to-read (#154),to-read,,,,0,0
112,Children of Dune (Dune #3),Frank Herbert,"Herbert, Frank",,"=""""","=""""",0,3.95,Ace Books,Mass Market Paperback,408,1987,1976,,2017/02/01,to-read,to-read (#153),to-read,,,,0,0
106,Dune Messiah (Dune #2),Frank Herbert,"Herbert, Frank",,"=""0441172695""","=""9780441172696""",0,3.89,Ace Books,Mass Market Paperback,331,1987,1969,,2017/02/01,to-read,to-read (#152),to-read,,,,0,0
11323604,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""""","=""""",4,4.29,Gateway,ebook,680,2010,1965,2017/02/02,2014/10/21,,,read,,,,1,0
67482,Third Wave,Alvin Toffler,"Toffler, Alvin",,"=""0688035973""","=""9780688035976""",0,3.96,Morrow,Hardcover,544,1980,1980,,2017/01/18,to-read,to-read (#151),to-read,,,,0,0
21185732,The Quest for a Moral Compass: A Global History of Ethics,Kenan Malik,"Malik, Kenan",,"=""1848874790""","=""9781848874794""",0,4.14,Atlantic Books,Hardcover,400,2014,2014,,2017/01/12,to-read,to-read (#150),to-read,,,,0,0
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586692""","=""9781455586691""",0,4.16,Grand Central Publishing,Hardcover,296,2016,2016,,2016/12/29,to-read,to-read (#149),to-read,,,,0,0
1175991,Smile When You're Lying,Chuck Thompson,"Thompson, Chuck",,"=""0805082093""","=""9780805082098""",0,3.49,Holt Paperbacks,Paperback,324,2007,2007,,2016/12/29,to-read,to-read (#148),to-read,,,,0,0
222146,Masters of Doom: How Two Guys Created an Empire and Transformed Pop Culture,David Kushner,"Kushner, David",,"=""0812972155""","=""9780812972153""",0,4.30,Random House Trade Paperbacks,Paperback,339,2004,2003,,2016/12/29,to-read,to-read (#147),to-read,,,,0,0
11371,It Can't Happen Here,Sinclair Lewis,"Lewis, Sinclair",,"=""045121658X""","=""9780451216588""",0,3.81,Berkley,Paperback,400,2005,1935,,2016/12/29,to-read,to-read (#146),to-read,,,,0,0
15994485,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,"=""""","=""""",3,3.91,,Kindle Edition,126,2012,1818,2016/12/21,2016/12/19,,,read,,,,2,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.22,Del Rey Books,Mass Market Paperback,216,2005,1979,,2016/12/19,to-read,to-read (#145),to-read,,,,0,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",5,4.33,Penguin Classics,Paperback,1276,2003,1844,2016/12/18,2014/10/06,,,read,,,,1,0
6596,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,"Ruiz, Miguel",Janet Mills,"=""1878424505""","=""9781878424501""",0,4.19,Amber-Allen Publishing,Hardcover,152,2001,1997,,2016/11/27,to-read,to-read (#144),to-read,,,,0,0
