Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
46164,Tender Is the Night,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Amor Towles,"=""""","=""""",0,3.77,Scribner,Paperback,430,1995,1934,,2016/10/16,to-read,to-read (#141),to-read,,,,0,0
16884,The Making of the Atomic Bomb,Richard Rhodes,"Rhodes, Richard",,"=""0684813785""","=""9780684813783""",0,4.40,Simon & Schuster,Paperback,886,1995,1986,,2016/10/12,to-read,to-read (#140),to-read,,,,0,0
102748,Rules for Radicals: A Pragmatic Primer for Realistic Radicals,Saul D. Alinsky,"Alinsky, Saul D.",,"=""0679721134""","=""9780679721130""",0,3.73,Vintage,Paperback,196,1989,1971,,2016/10/07,to-read,to-read (#139),to-read,,,,0,0
116020,Walden & Civil Disobedience,Henry David Thoreau,"Thoreau, Henry David",W.S. Merwin,"=""0451529456""","=""9780451529459""",0,3.93,Signet Classics,Mass Market Paperback,320,2004,1849,,2016/10/07,to-read,to-read (#138),to-read,,,,0,0
5807074,Against the Flow,Peter Abbs,"Abbs, Peter",,"=""0415297923""","=""9780415297929""",0,4.08,Routledge,Paperback,194,2003,2003,,2016/10/07,to-read,to-read (#137),to-read,,,,0,0
51291,How to Lie with Statistics,Darrell Huff,"Huff, Darrell",Irving Geis,"=""0393310728""","=""9780393310726""",0,3.84,W. W. Norton & Company,Paperback,142,1982,1954,,2016/10/07,to-read,to-read (#136),to-read,,,,0,0
17470674,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0007491565""","=""9780007491568""",4,3.97,Harper Voyager,Hardcover,227,2013,1953,2016/06/22,2016/06/21,,,read,,,,1,0
22237161,The Sellout,Paul Beatty,"Beatty, Paul",,"=""0374260508""","=""9780374260507""",0,3.74,"Farrar, Straus and Giroux",Hardcover,289,2015,2015,,2016/06/16,to-read,to-read (#134),to-read,,,,0,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",0,4.17,Vintage Classics,Paperback,136,1994,1864,,2016/06/09,to-read,to-read (#133),to-read,,,,0,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""""","=""""",4,4.14,Waking Lion Press,Paperback,86,2006,1886,2016/06/09,2016/06/07,,,read,,,,1,0
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,"=""0226458083""","=""9780226458083""",0,4.03,University of Chicago Press,Paperback,226,1996,1962,,2016/06/08,to-read,to-read (#132),to-read,,,,0,0
88387,The Assault,Harry Mulisch,"Mulisch, Harry",Claire Nicolas White,"=""""","=""""",0,3.74,Pantheon,Paperback,185,1986,1982,,2016/06/08,to-read,to-read (#131),to-read,,,,0,0
18839,Orlando,Virginia Woolf,"Woolf, Virginia","Sandra M. Gilbert, Brenda Lyons","=""0141184272""","=""9780141184272""",0,3.87,Modern Classics,Paperback,336,2000,1928,,2016/06/08,to-read,to-read (#130),to-read,,,,0,0
3028,Economics in One Lesson,Henry Hazlitt,"Hazlitt, Henry",,"=""""","=""""",0,4.16,Three Rivers Press,Paperback,218,1979,1946,,2016/06/08,to-read,to-read (#129),to-read,,,,0,0
2272880,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,"Mlodinow, Leonard",,"=""0375424040""","=""9780375424045""",0,3.95,Pantheon Books,Hardcover,252,2008,2008,,2016/06/08,to-read,to-read (#128),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.33,Vintage,Paperback,512,2015,2011,,2016/06/08,to-read,to-read (#127),to-read,,,,0,0
11382184,The Optimism Bias: A Tour of the Irrationally Positive Brain,Tali Sharot,"Sharot, Tali",,"=""0307379833""","=""9780307379832""",0,3.77,Vintage,Kindle Edition,272,2011,2011,,2016/06/08,to-read,to-read (#126),to-read,,,,0,0
20696006,Being Mortal: Medicine and What Matters in the End,Atul Gawande,"Gawande, Atul",,"=""0805095152""","=""9780805095159""",0,4.49,Metropolitan Books,Hardcover,282,2014,2014,,2016/06/07,to-read,to-read (#125),to-read,,,,0,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,"=""0812988418""","=""9780812988413""",4,4.41,Random House,Kindle Edition,208,2016,2016,2016/06/07,2016/06/06,,,read,,,,1,0
6013046,How I Became a Famous Novelist,Steve Hely,"Hely, Steve",,"=""0802170609""","=""9780802170606""",3,3.70,"Grove Press, Black Cat",Paperback,322,2009,2009,2016/06/05,2016/06/05,,,read,,,,1,0
703,The Plot Against America,Philip Roth,"Roth, Philip",,"=""1400079497""","=""9781400079490""",0,3.82,Vintage International,Paperback,391,2005,2004,,2016/06/03,to-read,to-read (#124),to-read,,,,0,0
317457,Making History,Stephen Fry,"Fry, Stephen",,"=""0099457067""","=""9780099457060""",0,3.92,Arrow,Paperback,575,2004,1996,,2016/06/03,to-read,to-read (#123),to-read,,,,0,0
2113260,"Shades of Grey (Shades of Grey, #1)",Jasper Fforde,"Fforde, Jasper",,"=""0670019631""","=""9780670019632""",0,4.15,Viking,Hardcover,390,2009,2009,,2016/06/02,to-read,to-read (#122),to-read,,,,0,0
27003,"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,"Fforde, Jasper",,"=""0142001805""","=""9780142001806""",0,3.88,Penguin Books,Paperback,374,2003,2001,,2016/06/02,to-read,to-read (#121),to-read,,,,0,0
365,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,3.97,Pocket Books,Mass Market Paperback,306,2002,1987,,2016/06/02,to-read,to-read (#120),to-read,,,,0,0
21787,The Princess Bride,William Goldman,"Goldman, William",,"=""0345418263""","=""9780345418265""",5,4.27,Ballantine Books,Paperback,429,2003,1973,2016/06/02,2016/06/02,,,read,"Originally gave it 4 stars.<br/><br/>Changed it to 5 after I searched for ""Morgenstern"" to get an idea about what's in the original version.<br/><br/><spoiler><br/><blockquote>S. Morgenstern. Simon ""S."" Morgenstern is the fictional author of The Princess Bride, and a native of the fictional country of Florin. Author William Goldman presents the novel as being an abridged version of Morgenstern's original tale by himself.</blockquote><br/></spoiler><br/><br/>Well played, William Goldman.",,,1,0
3153910,The Art of Racing in the Rain,Garth Stein,"Stein, Garth",,"=""1554681723""","=""9781554681723""",5,4.23,Harper Collins,Hardcover,336,2008,2008,,2015/07/10,,,read,,,,1,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2014/11/08,to-read,to-read (#119),to-read,,,,0,0
604635,Naïve. Super,Erlend Loe,"Loe, Erlend",Tor Ketil Solberg,"=""1841956724""","=""9781841956725""",0,3.86,Canongate UK,Paperback,208,2005,1996,,2016/05/15,to-read,to-read (#118),to-read,,,,0,0
59268,"The Bartimaeus Trilogy Boxed Set (Bartimaeus, #1-3)",Jonathan Stroud,"Stroud, Jonathan",,"=""142310420X""","=""9781423104209""",0,4.44,"Little, Brown Books for Young Readers",Hardcover,1552,2006,2012,,2016/05/15,to-read,to-read (#117),to-read,,,,0,0
781819,Holes (Holes Series),Louis Sachar,"Sachar, Louis",,"=""044022859X""","=""9780440228592""",0,4.01,Laurel Leaf,Mass Market Paperback,233,2001,1998,,2016/04/19,to-read,to-read (#116),to-read,,,,0,0
7069,The World According to Garp,John Irving,"Irving, John",,"=""0345915593""","=""9780345915597""",0,4.11,Ballantine Books,Hardcover,610,1999,1978,,2016/04/19,to-read,to-read (#115),to-read,,,,0,0
23426,On Love,Alain de Botton,"Botton, Alain de",,"=""0802142400""","=""9780802142405""",5,3.95,Grove Press,Paperback,194,2006,1993,2016/04/03,2016/04/02,,,read,"The author puts into beautiful verse everything I've felt and failed to articulate coherently about the complex and elusive phenomenon called love. Through a lengthy exposition of his relationship, from the uncertain beginnings to it's certain demise, the author takes us on a journey of words, wit and wisdom. The author explores in detail the complex underpinnings of love, examining every single influx of emotion at every minute stage, something that is usually relegated to the status of ""happily ever after"" in most novels and stories. <br/>The author's shrewd observations and the relative ease with which he picks up each and every emotion and doubt that crosses his mind amidst the whole ordeal make for an interesting read. The nuggets of philosophy strategically interspersed between episodes of his own relationship with Chloe adds to the whole experience.<br/>My copy of the novel is filled with highlights and side notes as I could not believe the efficacy with which the author has put down everything I've felt and will most likely feel in all relationships. The unsteady beginning, the idolization, the Marxist mentality, the crippling self doubt, all resonated with me. It was as if the author had chosen the incessant commotion in my head as source material for his work.<br/>While the story of the author's relationship is a rather grim one, he ends the book with details of another encounter suggesting that indeed there might still be hope for a better future. <br/><br/>While it is a fitting end, I found myself having ended the book at the chapter about suicidal thoughts and about him going entirely mad for a brief period of time. I find the wisdom he exhorts during this period to be the most effective solution to steer ourselves among the barrage of emotions that will inevitably deluge us during the course of our encounter with love. About never opening yourself up and never growing dependent on anyone, for they will chew you up and spit you out. Or perhaps I'm sleepy and things are not so bad after all. <br/><br/>That's it for now. ",,,1,0
38500,Women,Charles Bukowski,"Bukowski, Charles",,"=""0061177598""","=""9780061177590""",2,3.80,Ecco,Paperback,291,2007,1978,,2016/02/15,,,read,,,,1,0
11464,Old School,Tobias Wolff,"Wolff, Tobias",,"=""0747574650""","=""9780747574651""",5,3.84,Bloomsbury,Paperback,196,2005,2003,2015/12/10,2015/12/08,,,read,,,,1,0
22107229,The Seventh Day,Yu Hua,"Hua, Yu",Allan H. Barr,"=""0804197865""","=""9780804197861""",0,3.99,Pantheon,Hardcover,224,2015,2013,,2015/12/08,to-read,to-read (#114),to-read,,,,0,0
24612118,Fates and Furies,Lauren Groff,"Groff, Lauren",,"=""1594634475""","=""9781594634475""",0,3.59,Riverhead Books,Hardcover,390,2015,2015,,2015/12/08,to-read,to-read (#113),to-read,,,,0,0
1857440,"John Dies at the End (John Dies at the End, #1)",David  Wong,"Wong, David",Jason Pargin,"=""0978970764""","=""9780978970765""",0,3.86,Permuted Press,Paperback,362,2007,2007,,2015/10/30,to-read,to-read (#112),to-read,,,,0,0
12924261,"This Book Is Full of Spiders (John Dies at the End, #2)",David  Wong,"Wong, David",Jason Pargin,"=""0312546343""","=""9780312546342""",0,4.26,St. Martin’s Press,Hardcover,406,2012,2012,,2015/10/30,to-read,to-read (#111),to-read,,,,0,0
40173,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,"Handler, Chelsea",,"=""0061173398""","=""9780061173394""",2,3.84,Simon Spotlight Entertainment,Hardcover,264,2008,2008,2015/07/28,2015/07/28,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",4,4.22,Crown Publishers,Hardcover,480,2011,2011,2015/07/10,2015/01/13,,,read,,,,1,0
51606,Johnny Got His Gun,Dalton Trumbo,"Trumbo, Dalton",Ron Kovic,"=""0806512814""","=""9780806512815""",4,4.21,Citadel,Paperback,309,1998,1939,2015/07/04,2014/11/06,,,read,,,,1,0
2761,The Denial of Death,Ernest Becker,"Becker, Ernest",Sam Keen,"=""""","=""""",0,4.05,Free Press,Paperback,336,1997,1973,,2015/05/31,to-read,to-read (#110),to-read,,,,0,0
1383168,The Anatomy of Story: 22 Steps to Becoming a Master Storyteller,John Truby,"Truby, John",,"=""0865479518""","=""9780865479517""",0,4.25,Faber & Faber,Hardcover,445,2007,2007,,2015/05/25,to-read,to-read (#109),to-read,,,,0,0
200572,"My Man Jeeves (Jeeves, #1)",P.G. Wodehouse,"Wodehouse, P.G.",,"=""1585678759""","=""9781585678754""",3,4.05,Overlook Books,Hardcover,256,2007,1919,2015/01/15,2015/01/13,,,read,"Unacquainted with British comedy, my first dip into Wodehouse proved tiresome. Although, there were a few quips that made me chortle, I found the whole thing a bit too dull for my, perhaps plebeian, sense of humor.<br/><br/>Different people, different tastes, I suppose.",,,1,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",3,4.18,Roc,Paperback,297,2000,1968,2015/05/25,2015/05/22,,,read,,,,1,0
482976,A Tree Grows in Brooklyn,Betty  Smith,"Smith, Betty",,"=""""","=""""",0,4.30,Harper Perennial Modern Classics,Paperback,493,2018,1943,,2015/05/10,to-read,to-read (#108),to-read,,,,0,0
18131,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""0440498058""","=""9780440498056""",0,3.97,Yearling Books,Paperback,211,1973,1962,,2015/05/10,to-read,to-read (#107),to-read,,,,0,0
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",0,4.17,Signet Classics,Mass Market Paperback,449,2004,1868,,2015/05/10,to-read,to-read (#106),to-read,,,,0,0
19211383,Screenwriting 101 by Film Crit Hulk!,Film Crit Hulk!,"Hulk!, Film Crit",,"=""""","=""""",0,4.40,Badass Digest,Kindle Edition,617,2013,2013,,2015/04/04,to-read,to-read (#104),to-read,,,,0,0
18775247,Mr. Mercedes (Bill Hodges #1),Stephen  King,"King, Stephen",,"=""1476754454""","=""9781476754451""",2,4.04,Scribner,Hardcover,437,2014,2014,2015/03/31,2015/03/23,,,read,,,,1,0
8686068,"The Devotion of Suspect X (Detective Galileo, #1)",Keigo Higashino,"Higashino, Keigo","Alexander O. Smith, Elye J. Alexander","=""0312375069""","=""9780312375065""",0,4.17,Minotaur Books,Hardcover,298,2011,2005,,2015/02/21,to-read,to-read (#103),to-read,,,,0,0
12391521,The Psychopath Test: A Journey Through the Madness Industry,Jon Ronson,"Ronson, Jon",,"=""1594485755""","=""9781594485756""",3,3.95,Riverhead Books,Paperback,275,2012,2011,2015/02/21,2014/11/06,,,read,,,,1,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",0,3.81,Scribner,Hardcover,96,1996,1952,,2015/01/15,to-read,to-read (#102),to-read,,,,0,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""""","=""""",0,3.91,Penguin Books,Paperback,1023,2003,1615,,2015/01/13,to-read,to-read (#101),to-read,,,,0,0
16387,"Carry On, Jeeves (Jeeves, #3)",P.G. Wodehouse,"Wodehouse, P.G.",,"=""1585673927""","=""9781585673926""",0,4.25,The Overlook Press,Hardcover,273,2003,1925,,2015/01/13,to-read,to-read (#100),to-read,,,,0,0
9515964,"The Inimitable Jeeves (Jeeves, #2)",P.G. Wodehouse,"Wodehouse, P.G.",,"=""0393339807""","=""9780393339802""",0,4.20,W. W. Norton & Company,Paperback,225,2011,1923,,2015/01/13,to-read,to-read (#99),to-read,,,,0,0
1617,Night,Elie Wiesel,"Wiesel, Elie","Marion Wiesel, François Mauriac","=""0374500010""","=""9780374500016""",0,4.38,Hill & Wang,Paperback,120,2006,1956,,2015/01/13,to-read,to-read (#98),to-read,,,,0,0
133518,The Things They Carried,Tim O'Brien,"O'Brien, Tim",,"=""0767902890""","=""9780767902892""",0,4.15,Broadway,Paperback,246,1998,1990,,2015/01/13,to-read,to-read (#97),to-read,,,,0,0
378,The Phantom Tollbooth,Norton Juster,"Juster, Norton","Jules Feiffer, Maurice Sendak","=""0394820371""","=""9780394820378""",0,4.20,Random House Bullseye Books,Paperback,256,1996,1961,,2015/01/13,to-read,to-read (#96),to-read,,,,0,0
16902,"Walden or, Life in the Woods",Henry David Thoreau,"Thoreau, Henry David",Bill McKibben,"=""""","=""""",0,3.77,Princeton University Press,Paperback,352,2004,1854,,2015/01/13,to-read,to-read (#95),to-read,,,,0,0
48757,The Tao of Pooh,Benjamin Hoff,"Hoff, Benjamin",Ernest H. Shepard,"=""1405204265""","=""9781405204262""",0,4.01,Egmont Books,Paperback,176,2003,1982,,2015/01/13,to-read,to-read (#94),to-read,,,,0,0
17022,"My Ishmael (Ishmael, #3)",Daniel Quinn,"Quinn, Daniel",,"=""0553379658""","=""9780553379655""",0,4.11,Bantam Books,Paperback,293,1998,1997,,2015/01/13,to-read,to-read (#93),to-read,,,,0,0
149267,The Stand,Stephen  King,"King, Stephen",Bernie Wrightson,"=""""","=""""",0,4.35,Doubleday Books,Hardcover,1152,1990,1978,,2015/01/13,to-read,to-read (#92),to-read,,,,0,0
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",0,4.15,Hodder & Stoughton,Paperback,288,2005,1966,,2015/01/13,to-read,to-read (#91),to-read,,,,0,0
2526,Blindness,José Saramago,"Saramago, José",Giovanni Pontiero,"=""""","=""""",0,4.18,Houghton Mifflin Harcourt Publishing Company,Paperback,326,1999,1995,,2015/01/13,to-read,to-read (#90),to-read,,,,0,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,4.15,Anchor Books,Paperback,311,1998,1985,,2015/01/13,to-read,to-read (#89),to-read,,,,0,0
816815,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0099419785""","=""9780099419785""",0,4.26,RANDOM HOUSE UK,Mass Market Paperback,309,1989,1960,,2015/01/13,to-read,to-read (#88),to-read,,,,0,0
22151696,Lullabies (Volume 2) (Lang Leav),Lang Leav,"Leav, Lang",,"=""1449461077""","=""9781449461072""",4,3.97,Andrews McMeel Publishing,Paperback,248,2014,2014,2015/01/13,2015/01/13,,,read,"A book I'll re-read on lazy afternoons. <br/>As an amateur poetry aficionado, this book was my real dip into poems that dealt with the themes of love and companionship. <br/>It is said that a proper review must weigh both the good and the bad, the pros and the cons. Being the amateur that I am, I will not even bother to come up with the cons. The small, imaginatively worded poems with the simple rhyme schemes were a joy to recite. They brought to the forefront feelings I did not expect to be evoked using mere arrangement of words.<br/><br/>I would definitely recommend it to anyone who has at least a cursory understanding of poetry.",,,1,0
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,"Strauss, Neil",,"=""0060554738""","=""9780060554736""",3,3.73,It Books,Hardcover,464,2005,2005,2015/01/13,2015/01/12,,,read,,,,1,0
480204,The Phantom of the Opera,Gaston Leroux,"Leroux, Gaston",,"=""0060809248""","=""9780060809249""",0,3.96,Harper Perennial,Mass Market Paperback,360,1987,1910,,2015/01/11,to-read,to-read (#87),to-read,,,,0,0
17262100,The Lowland,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0307265749""","=""9780307265746""",0,3.88,Knopf,Hardcover,340,2013,2013,,2015/01/10,to-read,to-read (#86),to-read,,,,0,0
2224824,Necrophilia Variations,Supervert,"Supervert, Supervert",,"=""0970497113""","=""9780970497116""",0,3.96,Supervert 32C Inc.,Paperback,200,2005,2005,,2015/01/10,to-read,to-read (#85),to-read,,,,0,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",5,4.42,Crown Publishers,Hardcover,369,2014,2011,2015/01/10,2014/12/15,,,read,,,,1,0
13023,Alice in Wonderland,Jane Carruth,"Carruth, Jane","Lewis Carroll, Rene Cloke","=""0517223627""","=""9780517223628""",0,4.03,Gramercy,Hardcover,96,2004,1865,,2015/01/03,to-read,to-read (#84),to-read,,,,0,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",0,4.29,Penguin,Paperback,671,2002,1866,,2015/01/02,to-read,to-read (#83),to-read,,,,0,0
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",0,3.77,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,,2015/01/02,to-read,to-read (#82),to-read,,,,0,0
195603,The Last Novel,David Markson,"Markson, David",,"=""1593761430""","=""9781593761431""",0,4.15,Catapult,Paperback,200,2007,2007,,2015/01/02,to-read,to-read (#81),to-read,,,,0,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",0,4.25,Back Bay Books,Paperback,1088,2005,1996,,2015/01/02,to-read,to-read (#80),to-read,,,,0,0
53835,The Age of Innocence,Edith Wharton,"Wharton, Edith",Maureen Howard,"=""159308143X""","=""9781593081430""",0,3.97,Barnes & Noble Classics,Paperback,293,2004,1920,,2015/01/02,to-read,to-read (#79),to-read,,,,0,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""015603008X""","=""9780156030083""",5,4.24,Harvest Books,Paperback,311,2004,1966,2015/01/02,2014/11/06,,,read,,,,1,0
143466,Jabberwocky and Other Poems (Dover Thrift Editions: Poetry),Lewis Carroll,"Carroll, Lewis",,"=""0486415821""","=""9780486415826""",0,4.14,Dover Publications,Paperback,64,2001,1964,,2014/12/31,to-read,to-read (#78),to-read,,,,0,0
28351,And to Think That I Saw It on Mulberry Street,Dr. Seuss,"Seuss, Dr.",,"=""0007169922""","=""9780007169924""",4,3.99,HarperCollinsChildren’sBooks,Paperback,64,2003,1937,2014/12/31,2014/12/31,,,read,,,,1,0
77730,"Weirdos from Another Planet! (Calvin and Hobbes, #4)",Bill Watterson,"Watterson, Bill",,"=""0836218620""","=""9780439137492""",5,4.65,Andrews and McMeel Publishing,Paperback,128,1990,1990,,2014/12/31,,,read,,,,1,0
15931,"The Notebook (The Notebook, #1)",Nicholas Sparks,"Sparks, Nicholas",,"=""0553816713""","=""9780553816716""",3,4.16,Bantam,Hardcover,214,2004,1996,2014/12/31,2014/12/31,,,read,,,,1,0
23419,The Consolations of Philosophy,Alain de Botton,"Botton, Alain de",,"=""""","=""""",0,4.01,Vintage,Paperback,265,2001,2000,,2014/12/29,to-read,to-read (#77),to-read,,,,0,0
33917,The Namesake,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618485228""","=""9780618485222""",0,4.02,Mariner,Paperback,304,2003,2003,,2014/12/28,to-read,to-read (#76),to-read,,,,0,0
18143905,The Opposite of Loneliness: Essays and Stories,Marina Keegan,"Keegan, Marina",Anne Fadiman,"=""147675361X""","=""9781476753614""",4,3.85,Scribner,Hardcover,208,2014,2014,2014/12/27,2014/12/14,,,read,,,,1,0
37813,Letters from the Earth: Uncensored Writings,Mark Twain,"Twain, Mark",Bernard DeVoto,"=""0060518650""","=""9780060518653""",0,4.18,Harper Perennial Modern Classics,Paperback,321,2004,1962,,2014/12/18,to-read,to-read (#75),to-read,,,,0,0
18668059,The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,Ryan Holiday,"Holiday, Ryan",,"=""1591846358""","=""9781591846352""",0,4.15,Portfolio,Hardcover,201,2014,2014,,2014/12/17,to-read,to-read (#74),to-read,,,,0,0
25225,The Samurai,Shūsaku Endō,"Endō, Shūsaku",Van C. Gessel,"=""0811213463""","=""9780811213462""",0,4.02,New Directions ,Paperback,272,1997,1980,,2014/12/17,to-read,to-read (#73),to-read,,,,0,0
667,Anthem,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452281253""","=""9780452281257""",4,3.61,NAL,Paperback,105,1999,1938,,2014/12/17,,,read,,,,1,0
5206937,A Modest Proposal,Jonathan Swift,"Swift, Jonathan",,"=""1605977276""","=""9781605977270""",0,4.02,Book Jungle,Paperback,48,2008,1729,,2014/12/17,to-read,to-read (#72),to-read,,,,0,0
161744,Common Sense,Thomas Paine,"Paine, Thomas",George Vafiadis,"=""0143036254""","=""9780143036258""",0,4.00,Penguin,Paperback,104,2005,1776,,2014/12/16,to-read,to-read (#71),to-read,,,,0,0
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan",Michael Henry Heim,"=""0571224385""","=""9780571224388""",0,4.10,Harper Perennial,Paperback,314,2009,1984,,2014/12/16,to-read,to-read (#70),to-read,,,,0,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,4.00,Alfred A. Knopf,Hardcover,241,2006,2006,,2014/12/16,to-read,to-read (#69),to-read,,,,0,0
840,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""0465067107""","=""9780465067107""",0,4.15,Basic Books,Paperback,257,2002,1988,,2014/12/15,to-read,to-read (#68),to-read,,,,0,0
49628,Cloud Atlas,David  Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",0,4.01,Random House,Paperback,509,2004,2004,,2014/12/15,to-read,to-read (#67),to-read,,,,0,0
5755,The Language Instinct: How the Mind Creates Language,Steven Pinker,"Pinker, Steven",,"=""0060958332""","=""9780060958336""",0,4.01,Harper Perennial Modern Classics,Paperback,448,2000,1994,,2014/12/14,to-read,to-read (#66),to-read,,,,0,0
5548,What Do You Care What Other People Think? Further Adventures of a Curious Character,Richard P. Feynman,"Feynman, Richard P.",Ralph Leighton,"=""0393320928""","=""9780393320923""",0,4.19,W.W. Norton & Company,Paperback,256,2001,1988,,2014/12/14,to-read,to-read (#65),to-read,,,,0,0
497195,Ideas and Opinions,Albert Einstein,"Einstein, Albert",,"=""0517003937""","=""9780517003930""",0,4.12,Bonanza Books,Hardcover,377,1988,1922,,2014/12/14,to-read,to-read (#64),to-read,,,,0,0
12204,The Road Not Taken and Other Poems,Robert Frost,"Frost, Robert",,"=""0486275507""","=""9780486275505""",0,4.27,"Dover Publications, Incorporated",Paperback,49,2016,1916,,2014/12/14,to-read,to-read (#63),to-read,,,,0,0
135479,Cat’s Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",3,4.15,Penguin,Paperback,306,1999,1963,2014/12/14,2014/10/06,,,read,,,,1,0
19164,"The Divine Comedy of Dante Alighieri, Volume 2: Purgatorio",Dante Alighieri,"Alighieri, Dante","Robert M. Durling, Ronald L. Martinez","=""0195087453""","=""9780195087451""",0,4.05,Oxford University Press,Paperback,704,2004,1321,,2014/12/12,to-read,to-read (#61),to-read,,,,0,0
32812,"Paradise (The Divine Comedy, #3)",Dante Alighieri,"Alighieri, Dante","Dorothy L. Sayers, Barbara Reynolds, Gustave Doré, 朱维","=""0140441050""","=""9780140441055""",0,3.96,Penguin Classics,Paperback,400,1962,1321,,2014/12/12,to-read,to-read (#62),to-read,,,,0,0
15645,Inferno,Dante Alighieri,"Alighieri, Dante",Anthony Esolen,"=""0812970063""","=""9780812970067""",0,4.03,Modern Library,Kindle Edition,490,2022,1321,,2014/12/12,to-read,to-read (#60),to-read,,,,0,0
7437,Naked Lunch: The Restored Text,William S. Burroughs,"Burroughs, William S.","James Grauerholz, Barry Miles","=""0802140181""","=""9780802140180""",0,3.46,Grove Press,Paperback,289,2004,1959,,2014/12/12,to-read,to-read (#59),to-read,,,,0,0
28597,Prometheus Rising,Robert Anton Wilson,"Wilson, Robert Anton",Israel Regardie,"=""1561840564""","=""9781561840564""",0,4.25,New Falcon Publications,Paperback,284,2010,1983,,2014/12/12,to-read,to-read (#58),to-read,,,,0,0
3159126,Anthem,Ayn Rand,"Rand, Ayn",,"=""1605971162""","=""9781605971162""",0,3.61,Book Jungle,Paperback,64,2008,1938,,2014/12/12,to-read,to-read (#57),to-read,,,,0,0
1627,Brokeback Mountain,Annie Proulx,"Proulx, Annie",,"=""0743271327""","=""9780743271325""",0,4.03,Scribner,Paperback,55,2005,1997,,2014/12/12,to-read,to-read (#56),to-read,,,,0,0
219972,The Fall,Albert Camus,"Camus, Albert",,"=""""","=""""",0,4.03,Penguin,Paperback,92,2013,1956,,2014/12/12,to-read,to-read (#55),to-read,,,,0,0
